23311.98047,#N/A,#N/A,19714.24023
23398.59961,#N/A,#N/A,19764.7793
23331.08984,10688.11035,2524.409912,19784.08008
23329.75,10599.00977,2535.98999,19691.41992
23111.18945,10508.05957,2525.330078,19742.51953
23218.4707,10578.57031,2526.129883,19666.58984
23354.31055,10652.63965,2530.570068,19663.55078
23264.07031,10801.57031,2483.22998,19663.64063
23413.25977,#N/A,2577.72998,19906.41016
23381.50977,10879.08008,2595.860107,19986.82031
23356.99023,10600.44043,2577.090088,19817.63086
23339.75977,10609.63965,2552.76001,19964.0293
23601.7793,10913.29981,2595.439941,20039.03906
23590.91016,10747.74023,2610.899902,20101.82031
23658.99023,10709.92969,2596.899902,19981.57031
23635.09961,10486.99023,2607.459961,20026.60938
23598.90039,10620.87012,2582.75,19923.7793
23580.42969,10926.65039,2571.669922,20103.5293
23671.88086,10824.30957,2651.860107,20103.34961
23655.16992,10866.71973,2675.870117,19990.90039
23822.06055,11113.9502,2688.709961,20005
23729.5293,11138.66016,2686.879883,19894.98047
23721.83984,11191.33984,2743.320068,19781.18945
23685.00977,11260.34961,2748.030029,19751.18945
23148.5293,11046.91992,2771.679932,19659.82031
23256.92969,11463.75,2775.840088,19639.7207
23177,11357.07031,2759.870117,19580.32031
23215.16016,11153.16016,2771.72998,19484.76953
23413.25,11307.28027,#N/A,19497.17969
23444.56055,11173.83008,#N/A,19468.15039
23381.93945,11407.87012,2737.469971,19501.08008
23143.91016,11372.33984,2685.610107,19635.7207
23307.41016,11468.28027,2702.639893,19642.75
22906.66992,11309.12988,2610.550049,19325.35938
22782.43945,11385.94043,2596.600098,19317.00977
22820.08008,11662.51953,2604.959961,19331.68945
22519.68945,11398.80957,2567.590088,19015.14063
22577.00977,11253.96973,2594.679932,19152.41016
23020.26953,11559.36035,2673.330078,18861.53906
22880.2207,11606.37988,2668.840088,18918.51953
22537.81055,11652.29004,2545.719971,18877.96094
22560.5,11683.4502,2622.810059,19143.16992
22777.83984,11932.26953,2650.199951,19252.60938
22771.43945,11968.08008,2619.47998,19413.53906
23091.94922,12283.62012,2606.929932,19683.23047
23090.82031,12349.04981,2592.370117,19646.21094
22890.59961,12314.80957,2555.610107,19564.91992
22556.65039,12239.66016,2527.48999,19362.55078
22619.17969,12381.19043,2534.27002,19570.43945
22533.10938,12560.9502,2539.870117,19427.56055
22083.35938,12220.62988,2502.48999,19293.19922
22041.85938,12468.23047,2525.100098,19008.09961
22256.43945,#N/A,2610.169922,18884.18945
22225.88086,12635.69043,2614.98999,18792.86914
22115.30078,12338.53027,2618.310059,18735.59961
22251.15039,12546.45996,2613.100098,18681.41992
22311.08008,12471.62012,2575.050049,18704.5293
22464.82031,12493.79004,2583.530029,#N/A
22299.63086,12335.95996,2499.300049,18835.76953
22367.82031,12003.42969,2486.389893,19040.94922
22337.49023,12362.2002,2483.550049,18801.64063
21726.90039,12833.63965,#N/A,18450.23047
21718.05078,13192.58984,2472.300049,18437.7793
21870.33984,13192.34961,2489.429932,18226.48047
22034.56055,13288.12988,2485.310059,18414.44922
22101.26953,13549.16016,2477.879883,18542.19922
22089.05078,13485.13965,2462.110107,18242.56055
21772.66992,13275.66016,2436.820068,18357.80078
21672.0293,13221.44043,2459.590088,18744.92969
21569.66992,13382.88965,2458.469971,18731.16016
21512.51953,13220.07031,2464.850098,19016.46094
22013.57031,13316.48047,2533.830078,#N/A
22044.36914,13568.37012,2520.72998,19169.83008
21806.60938,13529.65039,2449.469971,19179.35938
22183.05078,13843.45996,2495.580078,#N/A
22401.24023,13926.08008,2467.879883,19406.84961
22547.71094,13884.12988,2447.310059,19286.7207
22580.76953,#N/A,#N/A,19387.5
22737.00977,13860.86035,#N/A,19504.17969
22668.30078,13694.04004,2449.639893,19735.76953
22689.96094,#N/A,2492.909912,19575.64063
22915.08984,#N/A,2525.97998,19673.64063
23047.08984,14180.24023,2529.939941,19888.94922
23244.34961,14285.69043,2542.800049,19990.17969
23211.48047,14191.48047,2527.790039,19939.03906
