34.13,28.35,27.46,9174.5,10205,1395.7,3380.2,3298.8,4154.3,934.53
36.93,27.97,28.33,9205.1,10227,1408.8,3280.5,3222.3,4075.4,920.75
37.81,28.63,28.92,9006.7,9995.7,1414.5,3320.8,3199.8,4048.6,917.58
39.27,27.9,30.1,8917.6,10010,1404.9,3224.7,3158,4032.4,906.55
40.42,28.54,28.88,8863.3,9973.8,1405.5,3207.5,3185.8,4013.5,912.23
42.87,27.49,30.78,8828,9868.5,1400.9,3065.6,3115.6,3933.9,892
40.93,26.99,28.76,8804.5,9858,1383.8,3168,3142.8,3925,904.45
39.58,26.56,27.76,8727.7,9784.6,1379.2,3196.1,3190.1,3974.9,904.96
40.09,26.02,27.29,8708.7,9813.8,1383.9,3111.9,3137.4,3935.3,901.58
41.06,26.57,28.18,8516.1,9728.4,1396.9,3077.1,3076.8,3878.1,889.48
39.3,27.49,26.24,8450.9,9656.5,1408.5,3205.3,3173.8,3984,910.4
39.78,27.74,26.66,8510.7,9715.7,1416.1,3140,3138.6,3908.7,902.99
42.86,25.8,28.29,8344,9548.6,1411.7,3022.7,3077.4,3835.2,891.12
45.2,23.65,30.21,8387.6,9557.9,1413.6,2961.4,3054.2,3841.4,884.25
43.63,26.19,26.71,8406.9,9628.7,1427.9,3024.2,3082.8,3889.9,895.76
45.71,26.6,29.55,8714,9445.3,1383,2840,3011.8,3829.4,875.4
46.55,28.3,29.62,8579,9272.3,1366.4,2892.6,3025.1,3900.6,879.39
40.93,28.48,24.91,8713.3,9666,1334.7,3157.2,3210.3,4001.4,929.01
42.16,28.72,25.13,8656.5,9652.4,1332.1,3112.8,3161,3957.4,922.93
42.68,30.67,25.53,8517.8,9688.2,1372.1,2993,3094.1,3924.8,909.93
42.21,27.18,24.25,8497.9,9675.4,1397.4,3037.7,3152.3,3934,927.57
40.8,26.89,24.32,8470.5,9721.5,1384.9,3037.3,3160.1,3974.1,927.57
39.89,26.82,24.57,8553.1,9796.3,1466.9,3098.7,3174,3945.6,931.66
40.64,27.37,25.51,8611.8,9873.5,1459.9,3049.4,3134.7,3887.8,918.22
39.8,27.68,25.01,8609.2,9743.2,1485.6,3054.1,3142.6,3881.8,914.6
42.15,26.88,25.7,8690.2,9614.6,1478.7,2918.8,3056.9,3820.6,901.78
44.53,27.31,27.59,8708.6,9568.5,1454.9,2870.6,2992.4,3736.7,887.62
46.6,27.68,29.01,8611,9560.3,1460.5,2803.2,2931.4,3678,878.36
46.36,27.21,27.53,8790.9,9584.7,1450.6,2811.2,2918,3622.2,887.34
47.94,27.05,31.51,8731.6,9460.6,1479.1,2717.8,2898.6,3603.7,861.4
52,28.88,34.69,8609.5,9298.7,1496.2,2643.8,2795.8,3480.8,847.48
51.14,28.99,31.93,8525.4,9325.6,1500.6,2671.4,2800.1,3490,858.54
50.18,30.32,31.26,8331.1,9240.8,1499.8,2706.6,2840.1,3483.8,864.36
47.95,30.52,31.32,8316.8,9259,1499.8,2693.8,2914.1,3578.7,844.61
46.16,29.91,32.76,8484.9,9252.7,1499.8,2633,2863.5,3590.1,848.2
44.63,29.45,33.04,8549.9,9180.5,1499.8,2725.9,2884.6,3678.7,843.59
46.2,28.75,33.35,8484.2,9126.1,1499.8,2649,2836.2,3597,838.15
46.02,28.55,34.01,8448.2,9151,1499.8,2569.3,2796.7,3599.2,829.69
45.88,29.07,33.99,8484.9,9232.1,1480.2,2586.1,2772.3,3579.1,835.97
43.82,28.98,34.33,8664.2,9314.9,1510.7,2571.2,2770.6,3616.1,818.68
44.06,28.78,33.7,8599.7,9173.4,1504.3,2555.3,2758.7,3610.8,817.37
42.01,28.31,32.62,8701.9,9201.8,1510.9,2674.5,2827.8,3611.9,834.89
40.68,27.31,31.11,8693,9397,1496.5,2740.1,2938.6,3729.5,851.17
42.04,27.59,31.31,8678.4,9427.6,1510.8,2624.7,2859.2,3658.3,845.13
41.72,27.56,31.16,8650.9,9390.5,1509.5,2591.3,2804.5,3687.2,837.1
40.63,22.17,30.25,8513.5,9250.9,1478.9,2648.9,2829.8,3727.1,848.17
43.18,27.16,31.98,8565,9239.5,1481.9,2571.3,2785.6,3701.8,832.58
46.62,28.42,31.74,8360.5,9148.5,1511.3,2485.5,2683.4,3621.5,838.57
46.71,28.22,31.94,8356.8,9116.3,1513.2,2450.2,2658.6,3593.3,827.55
45.67,28.46,30.53,8359.4,9134.2,1513.7,2513.2,2715.8,3569.9,837.28
42.82,27.91,29.63,8363,9122.7,1511.9,2547.1,2754.1,3655.6,841.15
43.41,26.55,30.43,8490.4,9268.8,1525.5,2549.7,2762.2,3684.7,834.81
43.86,27.04,31.83,8480.2,9181.9,1524.3,2501,2676.3,3625.3,821.99
43.69,26,30.38,8472.6,9109.2,1517.2,2498,2655.1,3563.5,829.85
43.85,27.61,31.37,8369.1,8962.3,1498.3,2437.5,2634.5,3555.4,822.1
44.33,30.12,31.08,8144.1,8907.1,1493.1,2431.7,2574.9,3491.6,828.89
46.11,14.4,33.31,8042.3,8861.9,1468.9,2329,2513.6,3436,807.48
46.16,33.58,33.61,7862.4,8859.9,1469.6,2305.3,2493.4,3452.7,800.73
48.15,32.77,33.51,7943,8875,1475,2203,2403,3287,804.19
45.26,33.42,31.76,7868.6,8787.5,1464.6,2354.3,2554.7,3486.9,831.9
44.97,32.02,30.98,8002.7,8956.2,1466,2403.2,2740,3601.8,833.27
47,31.33,31.75,7871.6,8804.2,1469.3,2487.1,2831.7,3722.3,862.79
48.48,28.31,30.43,7954.5,9041.5,1459.9,2584.6,2794.9,3747.3,866.45
48.99,31.38,31.54,8051,9158.6,1470,2615.2,2837.7,3765.4,874.02
47.54,29.22,30.44,8195,9194.6,1464.5,2604.8,2794.8,3765.7,875.67
47.42,28.17,30.39,8435.1,9108.5,1477.8,2548.4,2726.8,3743.3,864.23
46.26,29.17,28.75,8238.8,9062.1,1462.4,2636.1,2795.8,3762,874.74
44.18,27.84,28.23,8351.9,9047.1,1456.3,2579.3,2787.6,3793.1,869.95
43.96,27.59,27.96,8368.7,8872.3,1499.3,2584.1,2722.8,3729.1,868.52
43.53,27.48,27.75,8280.2,8863.4,1491.9,2520.8,2733,3708.5,863.5
45.56,28.5,29.15,7972.7,8634.5,1510.6,2423.9,2618.5,3613.3,848.18
44.69,26.4,28.36,7986.7,8596.9,1522.5,2450.2,2635,3684.8,858.48
43.71,26.38,28.02,8069.9,8706.2,1521.3,2589.3,2743.9,3753.4,880.9
43.9,26.63,28.21,8017.8,8648.2,1511.7,2569.8,2788.7,3771.1,876.45
44.2,26.4,29.13,8074.1,8822.5,1521.1,2654.1,2838,3814.4,878.85
42.47,24.73,28.45,8250,8962.2,1515.1,2808.9,2935.7,3935.8,879.93
41.84,25.41,27.13,8131.4,8806.7,1520.6,2767.8,2893.5,3868.8,878.29
40.37,25.08,27.11,8057.6,8636.9,1543.7,2734.1,2888,3861.4,865.99
39.6,23.68,25.6,7980.1,8625.7,1551.2,2697.1,2808.6,3803.3,871.58
37.38,23.83,24.44,7816.5,8645.6,1576.9,2733.9,2838.1,3808.1,868.3
35.84,25.43,23.41,7752.1,8533.5,1616.1,2776.8,2875,3849.4,885.23
34.4,24.58,22.56,7838.8,8632.1,1631.5,2834.1,2921.5,3916.8,890.81
34.68,23.81,22.52,7879.5,8675.1,1606.2,2824.7,2895.2,3854.9,879.91
34.7,24.27,21.5,7821.9,8579.1,1613.6,2899.8,2898.6,3889.2,893.58
34.24,23.88,20.7,7790.5,8571.9,1568.7,2961,2914.6,3917.7,911.37
32.66,23.71,20.8,7793.4,8519.6,1542,2974.4,2962.7,3966.5,919.02
33.42,22.75,20.33,7854.6,8442.1,1503.6,2891.6,2903,3899,911.43
33.41,24.12,20.8,7699.5,8409,1487.1,2838.2,2866.7,3870.2,898.81
32.21,24.26,20.84,7607.9,8435,1537.7,2953.9,2949.6,3940.3,914.84
32.33,23.66,21.21,7831.4,8717.2,1521.4,2942,2953.7,3926,916.92
32.05,21.91,20.63,7907.2,8808.2,1521.4,2986,2963.1,3952.6,930.08
31.62,22.92,20.8,8083.6,8889.2,1521.4,3066.9,3057.6,4006.4,934.39
31.87,23.12,21,8109.8,8901,1521.4,3005.6,3024,3992.9,929.62
33.24,22.22,19.69,8152.2,9084.2,1521.4,2956.6,2967.9,3969.4,933.41
33.74,21.08,19.52,8221.1,9155.6,1531.9,2937.3,2962.6,3987.4,945.11
34.04,20.61,19.91,8190.3,9119,1485.3,2909.9,2963.6,3999.9,942.3
33.29,21.2,20,8244.9,9103.7,1522.9,2926,2961.8,3975,939.28
30.82,21.51,19.24,8123.4,9126.1,1555.3,2989.4,2996,4011.1,946.67
29.25,20.47,18.4,8117.3,9093.2,1554.5,2989.1,2994.9,4049,944.3
33.89,21.61,20.51,8039.1,9087.4,1555.4,2850.7,2867.3,3941.3,920.77
34.55,21.28,21.29,8059.5,9050.4,1535.5,2838.9,2877.3,3971.6,919.73
34.79,21.59,21.21,8018.5,9059.8,1533.5,2827.2,2881.2,3936.4,923.42
32.6,21.07,19.78,8051.7,9131.5,1546.1,2865.2,2903.3,3990.4,931.87
33.04,21.12,19.17,8184.8,9303.7,1561,2822.8,2897.2,3979.8,933.22
32.74,21.52,19.99,8120.2,9420.8,1568.3,2873.6,2891.5,3992.4,951.48
30.76,21.32,20.03,8234.2,9510.6,1551.8,2919.5,2949.6,4071.9,953.22
30.2,22,20.43,8375.4,9508.5,1568.2,2906.7,2969.2,4083.6,949.64
29.67,22.29,19.47,8424.5,9487.4,1576.3,2982.7,2991.8,4048.1,963.59
29.37,21.44,20.85,8547.2,9637.5,1576.5,3064.6,3048.3,4129.3,967
30.59,21.57,20.84,8564.5,9662.8,1562.2,3026.8,3039.4,4115.7,971.56
30.62,22.79,20.83,8657.2,9639,1556.2,3039.8,3034.1,4104.3,990.14
29.29,24.35,21.25,8785.9,9694.6,1538.9,3127.5,3093.2,4150.8,987.76
29.71,26.19,22.15,8822.7,9733.5,1530.2,3094.8,3055.2,4129.1,975.93
28.73,25.19,20.64,8789.1,9703.7,1538.8,3140.3,3083.8,4113,984.84
27.76,24.66,20.21,8890.3,9662.1,1565.8,3178.2,3121.9,4150.1,997.48
27.79,23.7,20.41,8918.6,9736.8,1562.1,3219.5,3152.2,4161.3,998.51
28.69,23.12,20.66,8980.6,9855.6,1566.8,3168.7,3108.9,4134.1,988.61
28,23.31,20.22,8839.8,9862.3,1559.7,3264.5,3174.5,4152.9,1010.7
28.8,24.53,20.01,9033,10030,1557.2,3286.5,3200.8,4190.4,1011.7
28.87,25.44,19.76,9093,9970.3,1553.9,3304.2,3213.9,4207,1010.1
29.28,24.9,19.8,9110.5,9980.1,1538.8,3247.1,3164.9,4131.5,994.7
27.34,24.49,19.14,9120.4,9930.3,1529.5,3239,3190.1,4160.1,995.69
28.14,24.51,20.58,9137.1,9734.3,1511.4,3186.4,3119.2,4087.9,981.64
28.38,24.85,20.75,8919.3,9629.4,1512.4,3217.3,3103.3,4060.9,983.45
28.83,24.1,20.81,8932.3,9629,1502.1,3198.8,3108.7,4067.9,975.32
27.24,22.55,19.4,8923.4,9606.1,1515.4,3241.2,3103.5,4041.7,985.82
26.94,22.62,19.16,9104.1,9657.2,1497.1,3224.7,3109,4067.8,976.22
27.44,23.31,19.52,9083.1,9577.1,1486,3220.6,3084.1,4031.2,974.5
26.92,23.38,19.03,9592.2,9602.6,1499.7,3241,3079.1,4006.9,993.75
26.99,27.08,19.39,9624.8,9646.1,1504.4,3241.9,3092.1,4024.8,985.7
26.87,26.71,20.06,9795.2,9892.4,1501.5,3332.9,3182.2,4074.8,1004.4
27.11,28.89,19.48,9898.7,9992.9,1512,3344.5,3178,4073.6,1007.8
26.62,28.87,18.93,9991,10027,1503.3,3322.4,3139.9,4054.7,1002.2
26.95,28.07,19.19,9955.6,9983.3,1531.9,3269.8,3098.3,4028.8,988.7
25.9,27.51,18.47,9635.4,9911.5,1528.9,3326.5,3138.3,4058.1,998.14
25.37,26.68,19.59,9755.6,10122,1521.4,3396.1,3190.2,4127.6,1003.9
25.52,27.17,19.55,9751,10136,1525.4,3384.7,3179.3,4102.5,1000.4
26.06,27.01,19.76,9736,10207,1529.5,3387.6,3150.7,4077.1,994.09
26.89,26.23,20.22,9498.9,10097,1539.4,3330.7,3129.4,4056.6,981.73
25.74,25.36,19.11,9527.7,10141,1507.2,3366.7,3129.2,4073.2,993.32
27.38,24.83,19.17,9486,10009,1498.5,3318.2,3092.6,4079.7,988.11
27.26,24.49,18.64,9615.3,9900.6,1502.1,3304.5,3089.4,4086.5,988.61
25.45,25.05,18.6,9671,9923.1,1493.5,3374.8,3156.9,4149.6,981.6
25.06,24.43,17.75,9648,9939.2,1477.7,3356.9,3109.3,4131.2,998.68
25.14,26.07,18.36,9839.9,10135,1470.4,3417.8,3164.9,4148.8,996.52
24.96,25.94,18.67,9834.3,10199,1477.3,3428.1,3142.4,4137,989.28
24.86,24.25,18.85,9632.7,10121,1479.7,3429,3172.5,4141.2,987.49
24.66,23.5,19.49,9563.2,10135,1476.7,3487.9,3210.3,4157,990.31
24.67,22.4,20.75,9611.7,10249,1477,3438.9,3169.6,4098.4,980.15
26.3,22.73,21.27,9452.8,10183,1494.4,3405.3,3142,4100.1,982.82
25.97,22.87,22.68,9382.6,10177,1494.3,3438.4,3187.6,4121,965.46
27.83,23.74,21.5,9323.9,9987.5,1486.3,3375.7,3126.2,4070.4,967.08
28.58,24.06,20.26,9265.6,9958,1487.4,3331.9,3130.6,4095.6,974.12
27.62,22.5,19.59,9327.5,9945.2,1471.3,3332.2,3165.5,4147.8,977.59
27.59,23.43,19.75,9487.8,10094,1474.4,3339.6,3188.3,4176.7,980.59
26.71,23.03,17.94,9564.8,10184,1479.3,3381.7,3208.2,4185.6,990.35
26.96,23.75,18.77,9752.8,10301,1465.8,3398.9,3208.1,4180.7,984.03
26.07,26.32,18.47,9913.5,10374,1455.9,3452.7,3261.7,4237.8,990.51
25.2,25.79,18.27,9863.5,10425,1450.2,3443.9,3279.2,4247.3,990.67
24.25,26.9,18.18,10033,10525,1445.1,3507.2,3301.1,4272.1,999.74
24.43,26.53,17.86,10174,10509,1449.7,3504.5,3310.7,4250.8,1002.3
24.72,26.28,17.82,10292,10475,1441.7,3501.2,3280.3,4217.4,1000.3
23.83,26.1,17.84,10363,10644,1441.1,3565.5,3306.4,4223.5,1003.3
23.61,25.1,18.55,10281,10761,1438.9,3549.1,3329,4225.9,993.06
26.02,24.83,19.49,10333,10754,1425.2,3455.5,3256.7,4177.4,996.73
25.02,25,19.13,10309,10679,1425.4,3483.1,3280,4206.4,996.79
24.27,24.73,18.48,10225,10760,1415.7,3492.7,3322.9,4198,1002.8
24.35,24.72,18.63,10344,10909,1422,3484.6,3311.4,4161.1,1008
24.47,26.57,19.02,10690,10940,1446.5,3567.2,3363.9,4204.4,1022
24.43,26.7,19.44,10716,11102,1447.8,3647.5,3422.8,4262.1,1026.3
24.13,25.94,18.71,10647,11139,1447.4,3668.7,3410.7,4248.8,1028
24.84,25.52,18.17,10651,11171,1431.5,3607.7,3392.8,4257.2,1021.4
24.82,26.83,18.26,10684,11165,1425.7,3641.5,3409.7,4292.1,1031.6
25.85,27.04,18.85,10922,11047,1420.1,3594.4,3375.3,4263.9,1023.2
26.9,26.86,20.01,10856,10810,1423.2,3536.9,3328.7,4252.1,1010.9
26.13,27.16,19.25,10546,10884,1424,3566.8,3348.2,4242.2,1016.4
24.9,27.65,18.03,10887,11071,1406.1,3564.8,3386.4,4299,1029.3
24.51,27.23,18.15,10990,11140,1389.8,3561,3393.9,4293,1026
23.28,26.45,17.57,11033,11069,1390.5,3612,3415,4314.7,1039.6
22.95,25.9,17.54,10938,10968,1391.4,3578.7,3373.6,4257,1036.3
27.24,28.73,19.65,10475,10873,1381.4,3456.3,3282.9,4228.2,1022.8
31.06,28.86,21.22,10502,11296,1394.2,3307.3,3263.8,4236.4,1009.4
30.04,29.99,22.26,10310,11287,1376.3,3326.3,3230.5,4202.2,1003.3
30.76,24.57,22.23,10318,11290,1370.8,3324.8,3216.8,4157.1,996.85
30.46,28.88,21.67,10230,11141,1355.3,3323.4,3188.7,4142.7,1006.6
32.04,28.65,22.72,10219,11230,1367.2,3256.8,3135,4091.3,995.97
30.19,27.66,20.8,10594,11546,1367.2,3276.6,3192.9,4209.1,1020.2
27.44,27.17,19.5,10709,11609,1367.2,3419,3296.4,4274,1029.8
28.36,27.21,19.51,10740,11734,1367.2,3404.9,3281.4,4270.1,1034.3
29.94,26.92,19.41,10820,11724,1367.2,3355.8,3254.8,4272,1039.2
29.03,30.02,19.18,10542,11721,1371.7,3395.3,3248.6,4268.6,1033.8
26.71,28,18.82,10531,11800,1369.2,3481.9,3325,4313.9,1038.7
26.51,28.04,18.45,10786,11936,1404,3471.2,3306.1,4311,1038.1
26.57,28.75,17.37,10966,11856,1388.2,3538.1,3344.9,4334.1,1049.5
26.55,28.91,17.69,10900,12056,1383.1,3570.6,3375,4368.8,1046.8
24.92,28.98,17.19,11025,12028,1365.5,3577.7,3357.5,4339.7,1050.1
26.73,28.66,17.62,11038,12044,1370.6,3516.7,3353.7,4344,1039.3
25.75,28.37,17.04,11162,12148,1359.5,3559.3,3358.8,4347.5,1044.7
24.82,28.06,16.55,11032,12251,1364.3,3580.1,3363.3,4352.3,1046
27.1,27.73,17.67,10890,12239,1398,3490.6,3302.7,4285.6,1030.4
26.33,29.07,17.68,10335,11737,1386.7,3497.1,3264.3,4240.2,1033.8
26.74,28.65,17.71,10336,11736,1381.8,3452.6,3266.3,4239,1028.9
25.54,24.3,18.05,10454,11750,1369.5,3517.1,3306.6,4251.3,1031.1
24.08,28.24,16.82,10561,12092,1369.3,3586.9,3352.2,4272.9,1046.8
23.98,27.98,16.43,10739,12131,1361.5,3615.4,3366.9,4265.7,1048.1
23.58,27.52,16.33,10696,12143,1344.6,3639.7,3387.4,4300.9,1046.9
22.53,27.04,16.1,10560,12190,1348.3,3656,3373.2,4287.6,1050.7
22.9,27.28,16.55,10848,12441,1389.5,3741.7,3424.8,4330.3,1053.2
23.47,27.37,16.86,10838,12439,1385.1,3717.7,3393.2,4303.4,1051.8
23.18,29.18,16.74,10552,12150,1356.8,3733.9,3412.2,4324.2,1058.1
22.96,29.58,16.93,10629,12215,1335.2,3782.6,3453.1,4376.9,1053.2
23.6,29.13,17.62,10505,12157,1340.1,3746.2,3425.2,4341.8,1047.1
23.6,30.68,17.54,10207,12004,1343.6,3729.9,3406.1,4345.1,1046.6
23.11,29.94,16.75,10226,11971,1317.8,3748.3,3411.1,4371.2,1058.5
23.04,29.44,16.47,10338,12228,1319.6,3765.6,3412.6,4373,1058.4
22.5,29.76,16.94,10167,12204,1331.1,3797.4,3448.6,4397,1050.3
25.62,32.24,18.6,9786.8,11997,1328.1,3674.5,3359.3,4338.9,1043.6
25.67,29.23,19.11,9897,12027,1316.6,3666.3,3352.9,4354.7,1034.2
26.2,32.04,18.8,9614.6,11873,1338.9,3652.3,3343.4,4327.4,1042.4
27.3,30.34,19.48,9865.7,11845,1376.5,3638,3324.4,4308,1033.7
26.28,26.2,18.98,9852.8,11840,1361.6,3642.2,3366.1,4319,1035.3
23.51,28.8,16.71,9960.2,12008,1408.4,3733.2,3418.2,4388.7,1053.9
23.87,27.57,16.23,10145,12087,1411.9,3713,3415.2,4370.3,1058.4
23.16,26.64,16.32,10101,12317,1397.2,3745.9,3424.8,4342.6,1058.2
22.72,27.21,16.77,10403,12457,1432.7,3821.2,3490.3,4410,1070.1
22.89,27.95,16.27,10410,12412,1435.3,3809.3,3471.9,4378.9,1066.6
21.94,27.61,16.63,10326,12361,1445,3875.7,3501.9,4392,1064.7
21.84,27.44,16.3,10430,12343,1452.8,3874.8,3496.6,4378.2,1069.7
21.91,27.94,17.09,10373,12315,1451.1,3841.7,3457.1,4367,1061.5
23.18,28.37,16.54,10045,12177,1436.7,3806.5,3434.9,4359.8,1069.3
22.7,27.38,17.63,10124,12394,1443.4,3846.2,3456.1,4379.6,1060.2
23.08,27.08,17.87,9910.6,12398,1469.4,3820.9,3438.8,4335.4,1059.1
22.11,25.82,16.73,10075,12555,1470,3858.8,3467.9,4331.3,1071.2
22.63,26.5,16.41,10170,12594,1470.8,3860.1,3470.6,4347.6,1074.1
22.59,25.3,17.23,10491,12520,1470.4,3875.5,3490.4,4348,1068
22.59,24.68,15.93,10272,12260,1466.3,3866,3486.6,4333,1075.1
22.64,26.36,15.58,10093,12193,1454,3847.6,3479.9,4354.2,1076.5
22.05,26.71,16.16,10104,12240,1457.3,3870.9,3503.2,4397.3,1089.2
20.7,25.63,16.42,10285,12372,1446.3,3898.4,3502,4412.3,1088.7
20.96,26.46,16.94,10373,12488,1493,3876.9,3496.1,4424,1092.9
20.91,26.5,17.09,10501,12464,1496.4,3952.7,3520.8,4457.5,1109.5
20.7,26.38,17.68,10677,12527,1511.7,3965.2,3529.2,4470.4,1109.6
20.76,26.02,17.49,10825,13005,1568.4,4035.9,3608.3,4513.3,1122.2
20.19,26.51,16.73,10814,13036,1574.5,4035.4,3595.8,4505.2,1123.7
20.17,25.5,15.5,10758,13158,1587.2,4004.4,3563.5,4473,1126.3
19.01,23.91,15.61,10838,13204,1610.1,4045.4,3592.7,4494.2,1131.9
19.78,23.64,16.75,10965,13386,1581.5,4016.2,3574.8,4466.3,1121.9
20.35,24.05,18.04,10850,13397,1612.7,3996.2,3576.2,4440.1,1121.2
19.78,23.3,16.75,10863,13321,1592.4,4055.2,3612.6,4461.4,1130.5
19.31,22.93,15.56,10665,13250,1586.5,4068.8,3627,4456.1,1132.1
18.55,23.44,15,10857,13168,1600.4,4111.6,3671.8,4487.9,1139.8
18.95,24.9,15.21,11103,13570,1600.4,4106.4,3660.2,4499.3,1138.8
18.61,24.94,14.34,11002,13751,1600.4,4138,3676.4,4511.2,1147.6
18.88,24.26,14.55,10973,13727,1600.4,4128.7,3675.7,4445.5,1155.4
18.86,24.71,15.35,10928,13762,1600.4,4134.4,3697.4,4447,1144.1
19.29,24.59,16.78,10852,13432,1600.4,4150.2,3706.8,4468.1,1128.5
20.43,24.54,17.14,10779,13334,1628.8,4095.7,3662.3,4411.5,1134.1
21.12,24.61,16.63,10784,13289,1590.7,4058.6,3638.4,4390.7,1131.1
21.17,25.07,17.11,10777,13000,1623.9,4071.6,3665,4381.4,1135.3
21.3,24.97,17.34,10642,13090,1649.3,4057.5,3638.2,4390.6,1136
21.12,26.22,17.87,10447,13087,1685.2,4028.4,3607.6,4398.5,1126.5
20.65,25.67,17.71,10465,13031,1693.4,4014.8,3610.3,4384.4,1128.6
19.87,11.52,16,10461,13310,1679.2,4045,3624.7,4402.7,1142.8
19.22,27.29,16.39,10403,13577,1703.5,4099,3663.7,4434.4,1139.8
18.91,25.73,15.94,10365,13516,1691,4110.8,3668.4,4404.9,1145.5
18.05,26.25,15.31,10459,13625,1663.8,4121.6,3681.6,4377.7,1152.1
18.42,25.01,15.58,10558,13740,1658.5,4057.1,3649.3,4412,1145.8
18.2,25.13,15.4,10701,13815,1703.8,4095.9,3703.8,4461.5,1157
17.46,24.58,15.59,10677,13928,1717.1,4095.3,3709,4442.9,1151.8
16.88,23.41,15.8,10754,13867,1717,4141.5,3759.3,4515.6,1147.1
17.97,22.89,16.04,10721,13868,1721.8,4073.3,3733.3,4515,1144.1
18.21,23.1,16.29,10869,13765,1681.7,4068.7,3731.2,4524.3,1141
19.72,24.15,15.9,10644,13756,1682.3,3991.4,3683.4,4496.8,1139.1
19.57,24.51,14.93,10659,13599,1647.4,3995.3,3702.6,4507.5,1143.7
19.84,24.27,14.83,10815,13675,1654.9,4007.8,3714.5,4515.9,1144.9
18.82,24.84,14.55,11042,13907,1675.1,4018.2,3725.4,4492.2,1144.9
18.49,26.87,14.44,11271,13919,1689.8,4054.4,3748.9,4537,1156
17.6,27.32,14.86,11362,13731,1687.3,4100.3,3785.4,4540.1,1149.1
18.34,26.92,14.55,11352,13454,1661.8,4071.7,3758.5,4525.1,1151
17.79,26.12,14.4,11402,13452,1668.9,4133.8,3776.9,4559.1,1154.9
17.45,25.3,14.48,11537,13455,1662.1,4126.1,3761.1,4547.1,1156.9
